/Library/Java/JavaVirtualMachines/jdk1.8.0_121.jdk/Contents/Home/bin/java "-javaagent:/Applications/IntelliJ IDEA.app/Contents/lib/idea_rt.jar=55827:/Applications/IntelliJ IDEA.app/Contents/bin" -Dfile.encoding=UTF-8 -classpath /Library/Java/JavaVirtualMachines/jdk1.8.0_121.jdk/Contents/Home/jre/lib/charsets.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_121.jdk/Contents/Home/jre/lib/deploy.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_121.jdk/Contents/Home/jre/lib/ext/cldrdata.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_121.jdk/Contents/Home/jre/lib/ext/dnsns.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_121.jdk/Contents/Home/jre/lib/ext/jaccess.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_121.jdk/Contents/Home/jre/lib/ext/jfxrt.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_121.jdk/Contents/Home/jre/lib/ext/localedata.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_121.jdk/Contents/Home/jre/lib/ext/nashorn.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_121.jdk/Contents/Home/jre/lib/ext/sunec.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_121.jdk/Contents/Home/jre/lib/ext/sunjce_provider.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_121.jdk/Contents/Home/jre/lib/ext/sunpkcs11.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_121.jdk/Contents/Home/jre/lib/ext/zipfs.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_121.jdk/Contents/Home/jre/lib/javaws.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_121.jdk/Contents/Home/jre/lib/jce.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_121.jdk/Contents/Home/jre/lib/jfr.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_121.jdk/Contents/Home/jre/lib/jfxswt.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_121.jdk/Contents/Home/jre/lib/jsse.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_121.jdk/Contents/Home/jre/lib/management-agent.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_121.jdk/Contents/Home/jre/lib/plugin.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_121.jdk/Contents/Home/jre/lib/resources.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_121.jdk/Contents/Home/jre/lib/rt.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_121.jdk/Contents/Home/lib/ant-javafx.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_121.jdk/Contents/Home/lib/dt.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_121.jdk/Contents/Home/lib/javafx-mx.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_121.jdk/Contents/Home/lib/jconsole.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_121.jdk/Contents/Home/lib/packager.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_121.jdk/Contents/Home/lib/sa-jdi.jar:/Library/Java/JavaVirtualMachines/jdk1.8.0_121.jdk/Contents/Home/lib/tools.jar:/Users/weijiayi/Programming/ATP/target/scala-2.12/classes:/Users/weijiayi/.ivy2/cache/be.botkop/numsca_2.12/jars/numsca_2.12-0.1.3.jar:/Users/weijiayi/.ivy2/cache/ch.qos.logback/logback-classic/jars/logback-classic-1.2.3.jar:/Users/weijiayi/.ivy2/cache/ch.qos.logback/logback-core/jars/logback-core-1.2.3.jar:/Users/weijiayi/.ivy2/cache/com.github.stephenc.findbugs/findbugs-annotations/jars/findbugs-annotations-1.3.9-1.jar:/Applications/activator-dist-1.3.10/repository/com.google.guava/guava/18.0/bundles/guava.jar:/Users/weijiayi/.ivy2/cache/com.lihaoyi/ammonite-ops_2.12/jars/ammonite-ops_2.12-1.0.3.jar:/Users/weijiayi/.ivy2/cache/com.lihaoyi/fastparse_2.12/jars/fastparse_2.12-2.0.4.jar:/Users/weijiayi/.ivy2/cache/com.lihaoyi/geny_2.12/jars/geny_2.12-0.1.2.jar:/Users/weijiayi/.ivy2/cache/com.lihaoyi/sourcecode_2.12/bundles/sourcecode_2.12-0.1.4.jar:/Users/weijiayi/.ivy2/cache/com.typesafe/config/bundles/config-1.3.2.jar:/Users/weijiayi/.ivy2/cache/com.typesafe.akka/akka-actor_2.12/jars/akka-actor_2.12-2.5.12.jar:/Users/weijiayi/.ivy2/cache/com.typesafe.scala-logging/scala-logging_2.12/bundles/scala-logging_2.12-3.7.2.jar:/Users/weijiayi/.ivy2/cache/commons-io/commons-io/jars/commons-io-2.4.jar:/Users/weijiayi/.ivy2/cache/joda-time/joda-time/jars/joda-time-2.2.jar:/Users/weijiayi/.ivy2/cache/junit/junit/jars/junit-4.8.2.jar:/Users/weijiayi/.ivy2/cache/net.ericaro/neoitertools/jars/neoitertools-1.0.0.jar:/Users/weijiayi/.ivy2/cache/org.apache.commons/commons-lang3/jars/commons-lang3-3.3.1.jar:/Users/weijiayi/.ivy2/cache/org.apache.commons/commons-math3/jars/commons-math3-3.4.1.jar:/Users/weijiayi/.ivy2/cache/org.bytedeco/javacpp/jars/javacpp-1.3.3.jar:/Users/weijiayi/.ivy2/cache/org.bytedeco.javacpp-presets/openblas/jars/openblas-0.2.19-1.3.jar:/Users/weijiayi/.ivy2/cache/org.bytedeco.javacpp-presets/openblas/jars/openblas-0.2.19-1.3-android-arm.jar:/Users/weijiayi/.ivy2/cache/org.bytedeco.javacpp-presets/openblas/jars/openblas-0.2.19-1.3-android-x86.jar:/Users/weijiayi/.ivy2/cache/org.bytedeco.javacpp-presets/openblas/jars/openblas-0.2.19-1.3-linux-armhf.jar:/Users/weijiayi/.ivy2/cache/org.bytedeco.javacpp-presets/openblas/jars/openblas-0.2.19-1.3-linux-ppc64le.jar:/Users/weijiayi/.ivy2/cache/org.bytedeco.javacpp-presets/openblas/jars/openblas-0.2.19-1.3-linux-x86.jar:/Users/weijiayi/.ivy2/cache/org.bytedeco.javacpp-presets/openblas/jars/openblas-0.2.19-1.3-linux-x86_64.jar:/Users/weijiayi/.ivy2/cache/org.bytedeco.javacpp-presets/openblas/jars/openblas-0.2.19-1.3-macosx-x86_64.jar:/Users/weijiayi/.ivy2/cache/org.bytedeco.javacpp-presets/openblas/jars/openblas-0.2.19-1.3-windows-x86.jar:/Users/weijiayi/.ivy2/cache/org.bytedeco.javacpp-presets/openblas/jars/openblas-0.2.19-1.3-windows-x86_64.jar:/Users/weijiayi/.ivy2/cache/org.bytedeco.javacpp-presets/openblas-platform/jars/openblas-platform-0.2.19-1.3.jar:/Users/weijiayi/.ivy2/cache/org.codehaus.woodstox/stax2-api/bundles/stax2-api-3.1.4.jar:/Users/weijiayi/.ivy2/cache/org.javassist/javassist/bundles/javassist-3.18.2-GA.jar:/Users/weijiayi/.ivy2/cache/org.nd4j/jackson/jars/jackson-0.9.1.jar:/Users/weijiayi/.ivy2/cache/org.nd4j/nd4j-api/jars/nd4j-api-0.9.1.jar:/Users/weijiayi/.ivy2/cache/org.nd4j/nd4j-buffer/jars/nd4j-buffer-0.9.1.jar:/Users/weijiayi/.ivy2/cache/org.nd4j/nd4j-common/jars/nd4j-common-0.9.1.jar:/Users/weijiayi/.ivy2/cache/org.nd4j/nd4j-context/jars/nd4j-context-0.9.1.jar:/Users/weijiayi/.ivy2/cache/org.nd4j/nd4j-native/jars/nd4j-native-0.9.1.jar:/Users/weijiayi/.ivy2/cache/org.nd4j/nd4j-native/jars/nd4j-native-0.9.1-android-arm.jar:/Users/weijiayi/.ivy2/cache/org.nd4j/nd4j-native/jars/nd4j-native-0.9.1-android-x86.jar:/Users/weijiayi/.ivy2/cache/org.nd4j/nd4j-native/jars/nd4j-native-0.9.1-linux-ppc64le.jar:/Users/weijiayi/.ivy2/cache/org.nd4j/nd4j-native/jars/nd4j-native-0.9.1-linux-x86_64.jar:/Users/weijiayi/.ivy2/cache/org.nd4j/nd4j-native/jars/nd4j-native-0.9.1-macosx-x86_64.jar:/Users/weijiayi/.ivy2/cache/org.nd4j/nd4j-native/jars/nd4j-native-0.9.1-windows-x86_64.jar:/Users/weijiayi/.ivy2/cache/org.nd4j/nd4j-native-api/jars/nd4j-native-api-0.9.1.jar:/Users/weijiayi/.ivy2/cache/org.nd4j/nd4j-native-platform/jars/nd4j-native-platform-0.9.1.jar:/Users/weijiayi/.ivy2/cache/org.projectlombok/lombok/jars/lombok-1.16.16.jar:/Users/weijiayi/.ivy2/cache/org.reflections/reflections/jars/reflections-0.9.10.jar:/Users/weijiayi/.ivy2/cache/org.scala-lang/scala-library/jars/scala-library-2.12.7.jar:/Users/weijiayi/.ivy2/cache/org.scala-lang/scala-reflect/jars/scala-reflect-2.12.7.jar:/Users/weijiayi/.ivy2/cache/org.scala-lang.modules/scala-java8-compat_2.12/bundles/scala-java8-compat_2.12-0.8.0.jar:/Users/weijiayi/.ivy2/cache/org.scala-sbt/test-interface/jars/test-interface-1.0.jar:/Users/weijiayi/.ivy2/cache/org.scalacheck/scalacheck_2.12/jars/scalacheck_2.12-1.14.0.jar:/Users/weijiayi/.ivy2/cache/org.slf4j/slf4j-api/jars/slf4j-api-1.7.25.jar:/Users/weijiayi/.ivy2/cache/org.yaml/snakeyaml/bundles/snakeyaml-1.12.jar gtype.TypeEncoder
objc[13151]: Class JavaLaunchHelper is implemented in both /Library/Java/JavaVirtualMachines/jdk1.8.0_121.jdk/Contents/Home/bin/java (0x105d694c0) and /Library/Java/JavaVirtualMachines/jdk1.8.0_121.jdk/Contents/Home/jre/lib/libinstrument.dylib (0x105de34e0). One of the two will be used. Which one is undefined.
Encoder params: EncoderParams(80,80,80,Attention,Separate,false,gtype.EncoderParams$$$Lambda$6/759156157@61832929)
encodingIterations: 10
trainingEncodingBatch: 1
optimizer: Adam(0.002,0.9,0.999,1.0E-8)
dev set graph size: 244
pos relations: 1248, neg relations: 58044, reflexivity: 244
test set graph size: 276
pos relations: 1229, neg relations: 74671, reflexivity: 276
[0] Train129 	 loss: 0.69,	 accuracy = 0.4516
[1] Train197 	 loss: 0.69,	 accuracy = 0.5078
[2] JSCore175 	 loss: 0.69,	 accuracy = 0.5069
[3] Train107 	 loss: 0.69,	 accuracy = 0.5000
[4] Train112 	 loss: 0.69,	 accuracy = 0.5000
[5] JSCore188 	 loss: 0.69,	 accuracy = 0.5000
[6] JSCore101 	 loss: 0.69,	 accuracy = 0.5000
[7] Train126 	 loss: 0.69,	 accuracy = 0.5000
[8] JSCore124 	 loss: 0.69,	 accuracy = 0.5000
[9] Train190 	 loss: 0.69,	 accuracy = 0.5000
[10] Train103 	 loss: 0.69,	 accuracy = 0.5000
[11] JSCore179 	 loss: 0.69,	 accuracy = 0.5000
[12] Train197 	 loss: 0.69,	 accuracy = 0.5000
[13] Train194 	 loss: 0.68,	 accuracy = 0.5000
[14] JSCore174 	 loss: 0.67,	 accuracy = 0.5000
[15] JSCore186 	 loss: 0.66,	 accuracy = 0.4997
[16] Train184 	 loss: 0.64,	 accuracy = 0.5159
[17] Train130 	 loss: 0.63,	 accuracy = 0.6662
[18] Train128 	 loss: 0.67,	 accuracy = 0.6232
[19] JSCore182 	 loss: 0.63,	 accuracy = 0.6854
[20] JSCore145 	 loss: 0.63,	 accuracy = 0.6975
[21] Train200 	 loss: 0.63,	 accuracy = 0.7337
[22] Train188 	 loss: 0.62,	 accuracy = 0.7319
[23] JSCore186 	 loss: 0.60,	 accuracy = 0.7169
[24] Train126 	 loss: 0.65,	 accuracy = 0.7384
[25] JSCore141 	 loss: 0.59,	 accuracy = 0.7258
[25] dev set  	 loss: 0.60,	 accuracy = 0.7300
[25] test set 	 loss: 0.60,	 accuracy = 0.7367
[26] JSCore142 	 loss: 0.60,	 accuracy = 0.7223
[27] JSCore152 	 loss: 0.60,	 accuracy = 0.7276
[28] Train173 	 loss: 0.59,	 accuracy = 0.7322
[29] Train174 	 loss: 0.59,	 accuracy = 0.7212
[30] Train190 	 loss: 0.58,	 accuracy = 0.7262
[31] JSCore195 	 loss: 0.61,	 accuracy = 0.7316
[32] Train190 	 loss: 0.56,	 accuracy = 0.7382
[33] JSCore160 	 loss: 0.60,	 accuracy = 0.7281
[34] JSCore129 	 loss: 0.57,	 accuracy = 0.7549
[35] Train185 	 loss: 0.57,	 accuracy = 0.7103
[36] Train155 	 loss: 0.54,	 accuracy = 0.7271
[37] JSCore138 	 loss: 0.56,	 accuracy = 0.7503
[38] Train106 	 loss: 0.56,	 accuracy = 0.7242
[39] Train119 	 loss: 0.50,	 accuracy = 0.7605
[40] JSCore121 	 loss: 0.55,	 accuracy = 0.7450
[41] Train169 	 loss: 0.51,	 accuracy = 0.7196
[42] Train128 	 loss: 0.47,	 accuracy = 0.7297
[43] Train199 	 loss: 0.52,	 accuracy = 0.7218
[44] JSCore192 	 loss: 0.50,	 accuracy = 0.7373
[45] Train162 	 loss: 0.53,	 accuracy = 0.7224
[46] JSCore192 	 loss: 0.51,	 accuracy = 0.7328
[47] Train188 	 loss: 0.49,	 accuracy = 0.7521
[48] Train173 	 loss: 0.49,	 accuracy = 0.7335
[49] Train143 	 loss: 0.50,	 accuracy = 0.7529
[50] Train116 	 loss: 0.49,	 accuracy = 0.7088
[50] dev set  	 loss: 0.49,	 accuracy = 0.7567
[50] test set 	 loss: 0.46,	 accuracy = 0.7583
[51] Train105 	 loss: 0.46,	 accuracy = 0.7163
[52] JSCore126 	 loss: 0.47,	 accuracy = 0.7713
[53] Train125 	 loss: 0.45,	 accuracy = 0.7453
[54] Train156 	 loss: 0.48,	 accuracy = 0.7221
[55] JSCore164 	 loss: 0.47,	 accuracy = 0.7691
[56] JSCore119 	 loss: 0.47,	 accuracy = 0.7754
[57] JSCore126 	 loss: 0.46,	 accuracy = 0.7641
[58] Train159 	 loss: 0.50,	 accuracy = 0.7208
[59] Train118 	 loss: 0.44,	 accuracy = 0.7456
[60] JSCore138 	 loss: 0.48,	 accuracy = 0.7923
[61] Train172 	 loss: 0.49,	 accuracy = 0.7474
[62] JSCore106 	 loss: 0.43,	 accuracy = 0.7516
[63] Train192 	 loss: 0.43,	 accuracy = 0.7287
[64] JSCore146 	 loss: 0.45,	 accuracy = 0.7592
[65] JSCore187 	 loss: 0.45,	 accuracy = 0.7481
[66] Train182 	 loss: 0.45,	 accuracy = 0.7543
[67] Train153 	 loss: 0.42,	 accuracy = 0.7500
[68] JSCore199 	 loss: 0.51,	 accuracy = 0.7321
[69] Train158 	 loss: 0.42,	 accuracy = 0.7695
[70] JSCore118 	 loss: 0.44,	 accuracy = 0.7575
[71] Train184 	 loss: 0.42,	 accuracy = 0.7713
[72] JSCore193 	 loss: 0.43,	 accuracy = 0.7934
[73] JSCore147 	 loss: 0.40,	 accuracy = 0.8245
[74] JSCore129 	 loss: 0.44,	 accuracy = 0.7950
[75] JSCore103 	 loss: 0.43,	 accuracy = 0.7929
[75] dev set  	 loss: 0.40,	 accuracy = 0.8283
[75] test set 	 loss: 0.39,	 accuracy = 0.8333
[76] Train115 	 loss: 0.43,	 accuracy = 0.8188
[77] Train145 	 loss: 0.40,	 accuracy = 0.8259
[78] JSCore148 	 loss: 0.39,	 accuracy = 0.7462
[79] Train181 	 loss: 0.41,	 accuracy = 0.7961
[80] Train144 	 loss: 0.40,	 accuracy = 0.8297
[81] JSCore190 	 loss: 0.43,	 accuracy = 0.8046
[82] Train153 	 loss: 0.39,	 accuracy = 0.8339
[83] Train181 	 loss: 0.38,	 accuracy = 0.8341
[84] Train123 	 loss: 0.33,	 accuracy = 0.8899
[85] Train195 	 loss: 0.46,	 accuracy = 0.7033
[86] JSCore100 	 loss: 0.39,	 accuracy = 0.8305
[87] Train179 	 loss: 0.40,	 accuracy = 0.8243
[88] Train102 	 loss: 0.42,	 accuracy = 0.8084
[89] JSCore128 	 loss: 0.37,	 accuracy = 0.8614
[90] JSCore115 	 loss: 0.36,	 accuracy = 0.8744
[91] Train175 	 loss: 0.39,	 accuracy = 0.8309
[92] JSCore154 	 loss: 0.37,	 accuracy = 0.8089
[93] JSCore154 	 loss: 0.45,	 accuracy = 0.7333
[94] JSCore197 	 loss: 0.38,	 accuracy = 0.8442
[95] JSCore145 	 loss: 0.34,	 accuracy = 0.8844
[96] JSCore189 	 loss: 0.37,	 accuracy = 0.8400
[97] JSCore144 	 loss: 0.33,	 accuracy = 0.8729
[98] Train161 	 loss: 0.38,	 accuracy = 0.8400
[99] Train195 	 loss: 0.37,	 accuracy = 0.8455
[100] JSCore186 	 loss: 0.36,	 accuracy = 0.8446
[100] dev set  	 loss: 0.36,	 accuracy = 0.8517
[100] test set 	 loss: 0.33,	 accuracy = 0.8783
[101] JSCore149 	 loss: 0.38,	 accuracy = 0.8330
[102] JSCore165 	 loss: 0.35,	 accuracy = 0.8531
[103] Train169 	 loss: 0.32,	 accuracy = 0.8746
[104] JSCore140 	 loss: 0.40,	 accuracy = 0.8479
[105] JSCore190 	 loss: 0.35,	 accuracy = 0.8616
[106] Train162 	 loss: 0.39,	 accuracy = 0.8597
[107] Train132 	 loss: 0.33,	 accuracy = 0.8708
[108] Train144 	 loss: 0.32,	 accuracy = 0.8845
[109] Train176 	 loss: 0.33,	 accuracy = 0.8614
[110] Train113 	 loss: 0.33,	 accuracy = 0.8612
[111] Train164 	 loss: 0.35,	 accuracy = 0.8473
[112] Train106 	 loss: 0.35,	 accuracy = 0.8672
[113] JSCore118 	 loss: 0.35,	 accuracy = 0.8718
[114] Train109 	 loss: 0.37,	 accuracy = 0.8779
[115] Train124 	 loss: 0.36,	 accuracy = 0.8707
[116] Train106 	 loss: 0.38,	 accuracy = 0.8426
[117] JSCore129 	 loss: 0.38,	 accuracy = 0.8718
[118] JSCore136 	 loss: 0.31,	 accuracy = 0.8788
[119] Train107 	 loss: 0.35,	 accuracy = 0.8682
[120] JSCore170 	 loss: 0.33,	 accuracy = 0.8771
[121] Train135 	 loss: 0.33,	 accuracy = 0.8829
[122] Train193 	 loss: 0.32,	 accuracy = 0.8874
[123] Train150 	 loss: 0.32,	 accuracy = 0.8835
[124] JSCore111 	 loss: 0.33,	 accuracy = 0.8526
[125] Train124 	 loss: 0.32,	 accuracy = 0.8770
[125] dev set  	 loss: 0.39,	 accuracy = 0.8567
[125] test set 	 loss: 0.33,	 accuracy = 0.8833
[126] Train142 	 loss: 0.31,	 accuracy = 0.8789
[127] JSCore164 	 loss: 0.50,	 accuracy = 0.8418
[128] Train145 	 loss: 0.35,	 accuracy = 0.8690
[129] JSCore105 	 loss: 0.36,	 accuracy = 0.8660
[130] Train172 	 loss: 0.32,	 accuracy = 0.8916
[131] Train147 	 loss: 0.31,	 accuracy = 0.8996
[132] Train139 	 loss: 0.33,	 accuracy = 0.8916
[133] Train168 	 loss: 0.37,	 accuracy = 0.8737
[134] Train127 	 loss: 0.35,	 accuracy = 0.8591
[135] Train123 	 loss: 0.30,	 accuracy = 0.8961
[136] Train110 	 loss: 0.34,	 accuracy = 0.8737
[137] Train137 	 loss: 0.37,	 accuracy = 0.8130
[138] JSCore119 	 loss: 0.37,	 accuracy = 0.8231
[139] Train199 	 loss: 0.37,	 accuracy = 0.8265
[140] JSCore169 	 loss: 0.32,	 accuracy = 0.8634
[141] Train120 	 loss: 0.34,	 accuracy = 0.8575
[142] Train167 	 loss: 0.33,	 accuracy = 0.8714
[143] JSCore146 	 loss: 0.33,	 accuracy = 0.8759
[144] Train164 	 loss: 0.33,	 accuracy = 0.8861
[145] Train138 	 loss: 0.34,	 accuracy = 0.8681
[146] Train158 	 loss: 0.31,	 accuracy = 0.8930
[147] JSCore141 	 loss: 0.28,	 accuracy = 0.9097
[148] Train106 	 loss: 0.30,	 accuracy = 0.8937
[149] JSCore138 	 loss: 0.34,	 accuracy = 0.8561
[150] Train111 	 loss: 0.32,	 accuracy = 0.8702
[150] dev set  	 loss: 0.30,	 accuracy = 0.8783
[150] test set 	 loss: 0.27,	 accuracy = 0.8867
[151] Train102 	 loss: 0.39,	 accuracy = 0.8512
[152] JSCore156 	 loss: 0.32,	 accuracy = 0.8859
[153] Train151 	 loss: 0.36,	 accuracy = 0.8491
[154] JSCore158 	 loss: 0.33,	 accuracy = 0.8793
[155] JSCore119 	 loss: 0.33,	 accuracy = 0.8629
